date,precip_paraguay
2018-01-31,182.74683283179718
2018-02-28,154.68135991529067
2018-03-31,157.56433337088336
2018-04-30,23.747784152976323
2018-05-31,103.28084932363336
2018-06-30,36.96766844071986
2018-07-31,10.64779988461143
2018-08-31,39.69997217431056
2018-09-30,108.17893507768557
2018-10-31,179.4136107241276
2018-11-30,233.25336715487163
2018-12-31,74.26682382717972
2019-01-31,81.68627284463412
2019-02-28,129.32375461328607
2019-03-31,206.6186341823979
2019-04-30,161.8965000021236
2019-05-31,138.36179190422936
2019-06-30,15.190956186262131
2019-07-31,37.25030594265822
2019-08-31,12.541557122121693
2019-09-30,8.31929012737437
2019-10-31,53.87703023399717
2019-11-30,117.7849462869999
2019-12-31,164.60777805507644
2020-01-31,148.57767182690264
2020-02-29,88.79606976399586
2020-03-31,52.69598322855618
2020-04-30,57.52448909097943
2020-05-31,72.73503214029249
2020-06-30,65.70837698220564
2020-07-31,19.58829228534627
2020-08-31,61.76926913747035
2020-09-30,17.54576978581748
2020-10-31,100.35132806054406
2020-11-30,90.62808791474909
2020-12-31,150.53706981234342
2021-01-31,214.02245999966158
2021-02-28,66.93421462426065
2021-03-31,94.5595237774448
2021-04-30,88.01849956613891
2021-05-31,20.795095015144245
2021-06-30,42.535562745642075
2021-07-31,17.694000440177874
2021-08-31,14.400244153404339
2021-09-30,24.213700402018233
2021-10-31,160.4184196957811
2021-11-30,126.20617532992058
2021-12-31,59.78668928243596
2022-01-31,82.36399501835632
2022-02-28,85.24817706307479
2022-03-31,150.8217590823686
2022-04-30,98.35831014924717
2022-05-31,73.6379780157762
2022-06-30,41.486173866627425
2022-07-31,11.990263456839486
2022-08-31,53.26667460365062
2022-09-30,81.83921865999211
2022-10-31,176.0590051528064
2022-11-30,91.80386603801564
2022-12-31,69.97505581781947
2023-01-31,148.77067553436873
2023-02-28,197.59988571988245
2023-03-31,140.78767014561407
2023-04-30,102.88765688519165
2023-05-31,76.83058907509712
2023-06-30,28.528362835995807
2023-07-31,24.814847517481216
2023-08-31,45.88477285486915
2023-09-30,55.12392291444312
2023-10-31,104.8443940718291
2023-11-30,141.07828616410447
2023-12-31,141.99376071461376
2024-01-31,114.95333236985643
2024-02-29,102.03068539698621
2024-03-31,74.74518126337854
2024-04-30,161.46081177820258
2024-05-31,64.4205094097019
2024-06-30,38.14104477346157
2024-07-31,34.828870011462385
2024-08-31,40.62603166230284
2024-09-30,30.971320105963358
2024-10-31,87.83712175918679
2024-11-30,119.93537881255193
2024-12-31,150.10949390237982
2025-01-31,79.95666760950402
2025-02-28,102.10100228119786
2025-03-31,185.6100402949169
2025-04-30,145.1148574580031
2025-05-31,85.31956647116407
2025-06-30,148.2315193109634
2025-07-31,23.434340261562216
2025-08-31,49.650638278486035
2025-09-30,75.46749670431777
2025-10-31,81.32744340494156
2025-11-30,152.61762710524513
2025-12-31,175.15780704701146
