date,temp_czechia
2018-01-31,0.5038051281516546
2018-02-28,-4.168709401768338
2018-03-31,-0.0495735042862977
2018-04-30,11.792883760696125
2018-05-31,15.614244444440708
2018-06-30,17.941164957265965
2018-07-31,20.381441025605668
2018-08-31,21.700495726484228
2018-09-30,15.344647863230904
2018-10-31,9.96484444445192
2018-11-30,3.548247008555777
2018-12-31,-0.05197435907354394
2019-01-31,-3.0369461539759572
2019-02-28,0.20121025637058246
2019-03-31,5.042490598254088
2019-04-30,8.708534187986034
2019-05-31,10.651625640993728
2019-06-30,20.649664102495542
2019-07-31,19.926620512819653
2019-08-31,19.8464820512786
2019-09-30,13.905835897420376
2019-10-31,9.578350427340366
2019-11-30,4.722053846192226
2019-12-31,0.9378307691902328
2020-01-31,-0.8425282052377401
2020-02-29,2.59362051276359
2020-03-31,3.283644444429495
2020-04-30,8.558015384578297
2020-05-31,10.929445299093407
2020-06-30,16.38854529907659
2020-07-31,18.16699999994394
2020-08-31,19.548522222153082
2020-09-30,14.579203418767774
2020-10-31,8.560425640971307
2020-11-30,3.191533333299697
2020-12-31,0.002629059795135718
2021-01-31,-3.0838752136645766
2021-02-28,-1.95990683756357
2021-03-31,2.1732743589109673
2021-04-30,4.679884615382459
2021-05-31,9.8609803418779
2021-06-30,18.556262393134077
2021-07-31,19.202930769285537
2021-08-31,16.559688888903835
2021-09-30,14.712675213642152
2021-10-31,7.997139316227387
2021-11-30,2.629803418778982
2021-12-31,-1.1724119658778018
2022-01-31,-0.6918470086230505
2022-02-28,1.6148547008000773
2022-03-31,2.7362854700575836
2022-04-30,6.216470085445649
2022-05-31,14.446770085451258
2022-06-30,19.24979230768843
2022-07-31,19.536944444491162
2022-08-31,20.477300854691947
2022-09-30,12.687611965788106
2022-10-31,11.012041025616877
2022-11-30,3.791257264959996
2022-12-31,-1.0098393162778403
2023-01-31,0.9919256409993357
2023-02-28,0.24140598284920312
2023-03-31,4.003564102568415
2023-04-30,6.289053846136166
2023-05-31,12.130460683727769
2023-06-30,17.433089743522906
2023-07-31,20.531638461569084
2023-08-31,19.4122376068379
2023-09-30,17.474521367522808
2023-10-31,11.483322222242778
2023-11-30,3.5330794871747435
2023-12-31,0.3874846153376104
2024-01-31,-1.4444871795087415
2024-02-29,4.7490658119691185
2024-03-31,6.41289487178668
2024-04-30,9.451199145280029
2024-05-31,14.209238461524233
2024-06-30,17.70342564102737
2024-07-31,20.22867350426948
2024-08-31,21.345064102596442
2024-09-30,15.535835897420375
2024-10-31,9.54742735040004
2024-11-30,2.268395726444984
2024-12-31,-0.3578786325220439
2025-01-31,-0.8416384615690796
2025-02-28,-1.4150410256729375
2025-03-31,4.635455555553688
2025-04-30,9.780622222192324
2025-05-31,11.586619658077254
2025-06-30,18.70144188034806
2025-07-31,19.054659829063855
2025-08-31,18.971153846175408
2025-09-30,14.71365641026245
2025-10-31,7.900933333288483
2025-11-30,2.3351897435621445
2025-12-31,0.049734188008457456
