date;temperature;solar;humidity;precipitation;area
1/31/2018;20.08056393;132.9202337;83.11093608;66.24734694;Honduras
2/28/2018;21.38866592;150.4016193;76.98987912;34.89664377;Honduras
3/31/2018;23.51298478;199.4005136;67.8271465;22.32511956;Honduras
4/30/2018;25.11041731;168.966712;66.51254247;52.05465239;Honduras
5/31/2018;25.05136792;171.8856683;73.82271006;170.2285847;Honduras
6/30/2018;23.14760734;154.9884319;85.19371143;166.9844759;Honduras
7/31/2018;23.72190929;176.7373359;80.26497864;84.00235791;Honduras
8/31/2018;23.52114638;166.435693;81.42104082;137.9341415;Honduras
9/30/2018;23.6131177;160.7014155;82.98174654;120.6705954;Honduras
10/31/2018;22.55236768;139.2572126;87.64231531;214.7318531;Honduras
11/30/2018;22.66652864;146.6430073;83.04929992;63.74172221;Honduras
12/31/2018;21.60747603;144.0639693;77.91294044;41.87265114;Honduras
1/31/2019;21.73223476;149.1693206;75.36401833;35.1522218;Honduras
2/28/2019;23.7917103;153.3415406;65.65969868;11.64349309;Honduras
3/31/2019;24.41850238;195.6874464;59.92199465;10.71733905;Honduras
4/30/2019;26.22647064;168.7828572;61.51941189;33.09183916;Honduras
5/31/2019;25.79427696;152.9102591;71.91156853;111.4500574;Honduras
6/30/2019;25.48574478;167.5339253;75.7645259;119.5832917;Honduras
7/31/2019;25.19438814;182.6343585;71.97723595;72.52146939;Honduras
8/31/2019;25.32177958;183.1212049;74.4204463;109.6508685;Honduras
9/30/2019;24.82756223;171.7489371;78.25950535;164.1385725;Honduras
10/31/2019;23.17862402;155.6311893;86.74399178;188.3190938;Honduras
11/30/2019;22.4997124;141.5135318;83.90055666;63.46439204;Honduras
12/31/2019;22.39675824;144.4091231;77.29322401;36.37456527;Honduras
1/31/2020;22.43718682;147.5673087;75.56655358;64.8198685;Honduras
2/29/2020;23.54841779;160.8990394;68.73695397;49.30696192;Honduras
3/31/2020;24.66396762;190.7212456;64.550062;23.14361148;Honduras
4/30/2020;27.72456296;185.7939904;53.98577458;4.953298968;Honduras
5/31/2020;25.9289511;154.2660567;70.92322081;166.29366;Honduras
6/30/2020;23.66971401;152.0748658;84.4803158;247.6704103;Honduras
7/31/2020;23.73615081;173.1155944;83.0772126;125.2489655;Honduras
8/31/2020;23.59516233;165.0445402;86.0479038;176.794376;Honduras
9/30/2020;23.79719568;167.3420016;85.02631677;171.3049788;Honduras
10/31/2020;22.75642713;147.7843835;89.3255756;224.6887143;Honduras
11/30/2020;22.13777652;115.9108557;91.20559977;374.634552;Honduras
12/31/2020;20.39907516;139.3921242;89.72561829;274.9057172;Honduras
1/31/2021;20.58924434;144.10096;88.36467654;143.5352944;Honduras
2/28/2021;21.01856038;157.6215213;83.56348423;37.93065003;Honduras
3/31/2021;22.06762829;185.5153037;78.9392556;171.5448548;Honduras
4/30/2021;24.15183598;171.8729655;75.72423346;81.38586968;Honduras
5/31/2021;25.42244663;178.1176123;70.41381697;112.9912414;Honduras
6/30/2021;24.43501571;158.7783916;80.23696286;196.8648434;Honduras
7/31/2021;23.75036252;174.9145541;82.9145847;135.825727;Honduras
8/31/2021;23.47772013;169.1971602;85.79905421;230.0612568;Honduras
9/30/2021;23.41372271;164.9824996;86.84752679;155.8411908;Honduras
10/31/2021;23.3763933;164.7379506;86.57651736;213.2560002;Honduras
11/30/2021;21.2471546;135.7371216;87.00021266;186.4767903;Honduras
12/31/2021;21.34972368;139.7410688;84.53544991;115.3831588;Honduras
1/31/2022;21.02412713;152.2951558;80.01697895;42.61674605;Honduras
2/28/2022;21.70912995;146.3427846;77.64163052;119.2407509;Honduras
3/31/2022;23.82040039;178.5137523;70.50594214;87.22557875;Honduras
4/30/2022;25.21232659;168.1248494;68.86609521;70.43735594;Honduras
5/31/2022;24.53021026;162.2665691;77.69097317;251.0140651;Honduras
6/30/2022;22.73370015;139.1093037;87.7762072;287.4888184;Honduras
7/31/2022;23.05909208;156.5299708;87.30091999;277.7565031;Honduras
8/31/2022;23.01540482;155.8657274;88.00055908;199.6065102;Honduras
9/30/2022;23.0139088;150.6807397;89.46807137;277.0375416;Honduras
10/31/2022;22.75787803;150.2159938;89.16901474;148.3423048;Honduras
11/30/2022;22.07909208;132.3583445;88.77752033;134.492685;Honduras
12/31/2022;20.56154837;139.4510039;87.84807056;147.2051219;Honduras
1/31/2023;20.83994925;151.2185547;82.41537257;81.29462168;Honduras
2/28/2023;21.85670749;153.1014214;75.39469344;22.82249248;Honduras
3/31/2023;24.16754934;180.0704557;67.52272132;30.13635541;Honduras
4/30/2023;25.94973495;179.5727984;59.75144766;22.65414486;Honduras
5/31/2023;26.68668654;171.9240548;64.66953516;88.51395321;Honduras
6/30/2023;24.91493676;157.3229004;80.98511721;236.3569079;Honduras
7/31/2023;24.1305599;155.733585;84.63474018;162.8594601;Honduras
