date;precipitation;solar;humidity;temperature;area
1/31/2018;20.98298589;81.71272488;65.06295269;-7.834736295;China
2/28/2018;8.949319231;98.90634276;61.26878382;-4.696016007;China
3/31/2018;30.51533149;139.8084939;57.52911716;3.888916097;China
4/30/2018;43.45308173;162.8687274;51.85496758;9.337415861;China
5/31/2018;73.5548782;183.7890819;53.78477953;14.30379255;China
6/30/2018;98.6084131;173.3754551;59.60120544;18.56841019;China
7/31/2018;132.5249966;174.0943481;66.15498107;20.90194604;China
8/31/2018;125.3603204;163.7870236;68.0085102;19.85948524;China
9/30/2018;74.99550169;136.5722459;64.53842888;14.25545443;China
10/31/2018;29.89633733;119.6513808;59.97723476;7.112245575;China
11/30/2018;26.98444307;84.54297589;65.53792779;0.45989605;China
12/31/2018;17.50447708;71.1529622;66.08070581;-6.439499188;China
1/31/2019;14.79748903;77.49658288;69.40029643;-6.646578427;China
2/28/2019;24.02113594;87.521204;66.01759605;-4.083322767;China
3/31/2019;33.06292657;140.5005126;56.72612813;2.501818809;China
4/30/2019;49.36793864;162.0619237;55.10181904;9.7978753;China
5/31/2019;69.76054524;179.4743613;53.5406825;13.42686427;China
6/30/2019;110.2636318;173.4944872;60.35189676;18.06896969;China
7/31/2019;129.2497373;174.5835864;63.76734346;20.0809216;China
8/31/2019;109.1336934;167.27445;64.80521937;19.61796822;China
9/30/2019;59.47516341;146.3330072;61.77134163;15.55625374;China
10/31/2019;39.95588679;113.4443918;62.4789794;8.44597718;China
11/30/2019;22.18611585;85.25249415;63.27878096;1.218307872;China
12/31/2019;10.30069188;76.62892066;66.4795241;-5.310129312;China
1/31/2020;23.24403458;76.32033471;72.76490757;-6.067649578;China
2/29/2020;24.77056501;102.0220713;64.32801638;-2.673245672;China
3/31/2020;43.64222055;139.6846939;59.12225541;2.760267229;China
4/30/2020;39.85906707;166.0946694;53.23291265;8.095129987;China
5/31/2020;78.72421453;185.0309303;55.89030171;14.14404421;China
6/30/2020;133.8824323;173.627998;61.28237621;18.09723556;China
7/31/2020;138.1909452;172.2877054;65.86547695;19.96083118;China
8/31/2020;137.0257485;166.3318858;67.00606929;19.34241486;China
9/30/2020;100.7561047;134.6763697;66.69901462;14.76530853;China
10/31/2020;41.3779818;116.9888917;62.12409586;7.422910087;China
11/30/2020;19.34167458;85.61192622;64.98838966;1.043818784;China
12/31/2020;6.661450391;74.77283716;69.35593446;-6.60347856;China
1/31/2021;6.549907737;88.18637068;63.51416361;-7.268342672;China
2/28/2021;22.71539899;101.5520328;61.67275057;-1.522432383;China
3/31/2021;31.4969399;132.5089926;59.71971123;3.552133999;China
4/30/2021;46.39559603;153.3216319;57.05506349;7.826757763;China
5/31/2021;89.69713123;179.4919666;56.66995355;13.82438326;China
6/30/2021;110.1133888;173.998538;61.5015723;18.14417289;China
7/31/2021;138.9077337;179.8999839;65.93816418;20.926488;China
8/31/2021;131.4208707;160.6997818;67.17679122;18.83243976;China
9/30/2021;84.13174427;144.7299319;65.08458107;15.76956494;China
10/31/2021;46.72462193;111.6527474;66.02435899;7.958763164;China
11/30/2021;21.86891393;88.37175901;64.33745495;0.190888419;China
12/31/2021;8.787100953;77.37887996;66.42738045;-4.892917747;China
1/31/2022;16.9364295;77.70873516;71.23261043;-6.182993645;China
2/28/2022;27.49306328;93.30465636;67.7372038;-5.756509763;China
3/31/2022;43.07684229;140.5594545;59.83223108;4.007201825;China
4/30/2022;50.41143909;166.0268564;54.39151755;8.974939971;China
5/31/2022;82.82240647;178.0720908;56.82532988;13.94312479;China
6/30/2022;128.0017319;175.3131365;61.34428919;18.73108595;China
7/31/2022;110.8936063;188.8303201;62.50858648;20.93286192;China
8/31/2022;90.6671706;166.2091964;65.98165742;20.15771551;China
9/30/2022;54.8568235;143.6790051;60.96107605;15.56139831;China
10/31/2022;36.88536066;115.4016956;61.04675294;7.976060098;China
11/30/2022;30.65533983;84.69784355;63.9644697;2.178006944;China
12/31/2022;8.273944515;78.45764985;63.98934157;-6.499442227;China
1/31/2023;11.19922596;87.58174872;64.56710056;-6.908721831;China
2/28/2023;17.1232935;92.45981937;65.83809826;-2.296911681;China
3/31/2023;31.83562976;140.4953721;55.2131859;3.842173535;China
4/30/2023;50.61953368;157.6890971;53.1520639;8.194739853;China
5/31/2023;66.16957505;176.3378634;55.28367678;13.41106081;China
6/30/2023;94.28402535;178.217736;57.74545985;18.64579576;China
7/31/2023;128.2962713;177.3075739;63.03634009;20.88870177;China
8/31/2023;120.3982955;163.631118;65.77558105;19.98776909;China
9/30/2023;73.79918741;141.3067226;64.56102362;15.90774147;China
10/31/2023;37.42137278;116.5306038;61.46149624;9.540895662;China
11/30/2023;23.28363856;91.6074946;61.07494441;1.338954497;China
12/31/2023;12.72057495;77.49517995;65.63312351;-4.999606572;China
1/31/2024;19.39337324;83.18648515;67.44503987;-5.96231303;China
2/29/2024;25.83967369;93.69415079;67.44145089;-4.446428906;China
3/31/2024;26.6069887;141.4019861;58.57307426;2.925806498;China
4/30/2024;75.50270626;154.2055539;57.02016012;10.03710454;China
5/31/2024;81.11793386;181.2761848;55.30654195;14.98077933;China
6/30/2024;132.7231854;167.8135977;60.63878222;18.68987995;China
7/31/2024;157.1204391;170.2704029;66.04059837;21.22075148;China
8/31/2024;105.3207449;170.5726626;66.63985878;20.4627988;China
9/30/2024;83.88732064;134.5394067;67.99668978;16.1401461;China
10/31/2024;39.83620895;115.8311609;64.88214319;8.959449584;China
11/30/2024;22.69565117;86.28750201;66.06289758;2.514878171;China
12/31/2024;5.03135719;78.39973374;66.44985551;-5.540212959;China
1/31/2025;9.461910197;88.27478377;64.35821959;-5.438145815;China
2/28/2025;11.53612674;96.48558851;62.68477002;-4.168457008;China
3/31/2025;31.39280125;138.4133926;57.45391492;1.870852559;China
4/30/2025;44.10194157;163.3183016;52.86156051;9.592874314;China
5/31/2025;84.67962483;181.046543;54.80916228;14.45233679;China
6/30/2025;120.3313272;174.7943551;59.18742988;18.80657688;China
7/31/2025;120.4519425;182.3770967;64.48119038;21.47346894;China
8/31/2025;124.2307472;164.4997721;66.54529768;19.84623252;China
9/30/2025;94.03407125;139.2096302;65.28513823;15.75305141;China
10/31/2025;56.54998664;109.6487557;65.55246082;8.467770897;China
11/30/2025;21.49716858;91.61798996;60.39890497;1.169903441;China
12/31/2025;9.387740903;79.83771083;65.69957397;-3.770686279;China
