date;precipitation;solar;humidity;temperature;area
31/1/2018;168.92;13.07397465;3.270558756;8.39749424;pakistan
28/2/2018;815.26;15.01876913;4.363329082;10.98350765;pakistan
31/3/2018;658.18;19.86552995;5.293894009;16.83403226;pakistan
30/4/2018;838.17;22.76184524;6.474315476;20.92582143;pakistan
31/5/2018;892.25;24.97656106;7.152678571;24.3321659;pakistan
30/6/2018;1681.47;25.47410714;9.797946429;27.55125;pakistan
31/7/2018;4190.32;23.05675115;11.54343318;27.4850288;pakistan
31/8/2018;2861.9;21.92756336;10.90838134;25.66525346;pakistan
30/9/2018;1608.16;20.75032738;8.755452381;22.439125;pakistan
31/10/2018;476.24;17.43567396;6.351923963;18.20906106;pakistan
30/11/2018;679.63;13.27057143;5.191678571;13.19220238;pakistan
31/12/2018;313.23;12.23825461;3.719464286;8.886440092;pakistan
31/01/2019;1514.79;11.74348502;4.040420507;7.454441244;pakistan
28/02/2019;2069.18;14.30378189;4.352633929;8.012506378;pakistan
31/03/2019;1679.06;18.74623848;5.630512673;13.10034562;pakistan
30/04/2019;2146.25;22.27081548;7.544321429;20.28065476;pakistan
31/05/2019;1177.94;25.98463134;8.204959677;23.64737903;pakistan
30/06/2019;1316.76;26.14130952;9.42085119;26.7132619;pakistan
31/07/2019;4154.88;23.73002304;11.90202765;28.07698157;pakistan
31/08/2019;4983.38;22.07782834;11.70626152;25.6831394;pakistan
30/09/2019;3085.7;20.64626786;10.49875595;23.93397024;pakistan
31/10/2019;1063.78;16.97014401;8.074354839;18.74184908;pakistan
30/11/2019;1763.32;12.49492262;6.266309524;11.7901131;pakistan
31/12/2019;685.81;11.21107719;4.71233871;8.147298387;pakistan
31/01/2020;1979.63;11.30817396;4.388352535;5.300351382;pakistan
29/02/2020;1466.04;15.94801724;4.542419951;9.835190887;pakistan
31/03/2020;5012.56;18.28254032;6.074556452;12.96300691;pakistan
30/04/2020;3024.07;22.34461905;8.17927381;18.95525595;pakistan
31/05/2020;3497.65;25.81931452;9.186601382;23.65922811;pakistan
30/06/2020;2689.38;26.400125;10.92607738;26.36158333;pakistan
31/07/2020;3581.26;24.41654954;12.32029954;27.08169355;pakistan
31/08/2020;7655.43;21.64121544;12.90291475;25.85876152;pakistan
30/09/2020;1609.13;21.75085119;9.745630952;22.1416131;pakistan
