date,temperature,humidity,solar_radiation,precipitation,area
2019-01-31,-3.027462365591398,2.977247311827957,3.6128172043010753,62.05428571428571,austria
2019-02-28,0.8156904761904763,3.5760714285714283,8.05607142857143,32.457142857142856,austria
2019-03-31,4.929118279569893,4.500043010752687,11.201311827956989,48.480714285714285,austria
2019-04-30,8.621333333333332,5.389733333333334,15.8734,55.07571428571429,austria
2019-05-31,10.496043010752688,6.415720430107528,15.710021505376345,111.75785714285716,austria
2019-06-30,20.352044444444445,10.242822222222223,23.839422222222225,60.71142857142857,austria
2019-07-31,19.72550537634409,9.173032258064516,19.96668817204301,69.53428571428572,austria
2019-08-31,20.043139784946234,9.872430107526885,17.301290322580645,84.23142857142857,austria
2019-09-30,14.329133333333331,7.392422222222223,12.875711111111112,67.30785714285715,austria
2019-10-31,10.153720430107526,6.675419354838709,8.3447311827957,59.34857142857143,austria
2019-11-30,4.605711111111111,5.291733333333334,3.6919333333333335,96.67785714285714,austria
2019-12-31,0.9623010752688174,4.051806451612903,3.1006666666666667,63.17,austria
2020-01-31,-0.4110537634408601,3.5596344086021507,4.118559139784946,25.355714285714285,austria
2020-02-29,2.5937241379310345,4.193885057471264,6.724689655172414,70.29357142857143,austria
2020-03-31,3.362924731182796,4.133354838709677,11.883247311827958,46.84285714285714,austria
2020-04-30,8.840866666666667,4.921488888888889,19.69797777777778,20.415714285714284,austria
2020-05-31,11.389096774193549,6.063247311827957,18.712451612903227,71.83214285714286,austria
2020-06-30,16.6056,9.270777777777775,18.230355555555555,132.27142857142857,austria
2020-07-31,18.65204301075269,9.163075268817204,20.779849462365597,76.68,austria
2020-08-31,19.874817204301078,10.196623655913978,17.368967741935485,126.47571428571428,austria
2020-09-30,15.032044444444445,7.967644444444445,13.584888888888887,74.36285714285714,austria
2020-10-31,8.704967741935484,6.450021505376345,6.772086021505376,116.69785714285712,austria
2020-11-30,3.9766,4.863444444444444,4.477,20.10428571428572,austria
2020-12-31,-0.1744731182795699,3.836322580645161,2.538860215053764,78.00928571428571,austria
2021-01-31,-3.06705376344086,3.095247311827957,3.576279569892473,72.53428571428572,austria
2021-02-28,-0.8462142857142857,3.605190476190476,7.253261904761905,46.44714285714286,austria
2021-03-31,2.256408602150538,3.89378494623656,11.517935483870968,31.414285714285715,austria
2021-04-30,4.873933333333333,4.498777777777778,14.891733333333333,49.57428571428572,austria
2021-05-31,10.196408602150536,6.371440860215054,17.042430107526883,119.23214285714286,austria
2021-06-30,18.915333333333333,9.944844444444444,22.881066666666666,69.54785714285714,austria
2021-07-31,19.625698924731186,10.550172043010754,19.1994623655914,118.82142857142856,austria
2021-08-31,17.242494623655915,9.206387096774195,15.910000000000002,119.65,austria
2021-09-30,14.970777777777778,8.000533333333333,13.65648888888889,43.945,austria
2021-10-31,8.184817204301075,5.590494623655913,8.851225806451612,38.93642857142857,austria
2021-11-30,2.9434888888888886,4.5624,4.031533333333333,65.63214285714285,austria
2021-12-31,-1.299032258064516,3.5167526881720432,2.950752688172043,56.84,austria
