date;precipitation;solar;humidity;temperature;area
1/31/2018;42.40020759;96.51471087;83.65065014;19.38666717;VietNam
2/28/2018;16.4081893;114.7671813;78.57685227;19.19022662;VietNam
3/31/2018;48.87994897;147.8820749;76.67313015;22.940655;VietNam
4/30/2018;80.9272569;152.5505122;75.95948122;24.84495694;VietNam
5/31/2018;155.9024328;173.4504287;81.20922273;26.55755137;VietNam
6/30/2018;264.3294932;141.3933039;85.54948666;25.97854744;VietNam
7/31/2018;411.6752187;140.561737;87.73992723;25.83905759;VietNam
8/31/2018;339.6588055;137.9041974;87.64004739;25.69945052;VietNam
9/30/2018;225.730688;147.6970524;86.63275895;25.28255482;VietNam
10/31/2018;163.2776877;137.6811047;85.67861401;23.54307957;VietNam
11/30/2018;111.4330013;116.7317322;85.34619872;22.39478067;VietNam
12/31/2018;135.0102443;98.3471532;86.27082116;20.25967614;VietNam
1/31/2019;60.83206521;104.6775171;84.12079185;19.34909249;VietNam
2/28/2019;19.26630446;133.4133857;78.72438962;22.44498435;VietNam
3/31/2019;35.33045057;146.0592372;76.68873354;24.10157078;VietNam
4/30/2019;67.84811882;164.9806398;75.57640961;26.99840611;VietNam
5/31/2019;190.6844474;154.6196628;83.00381393;26.71892035;VietNam
6/30/2019;227.5539075;158.2706188;86.0760704;26.85530785;VietNam
7/31/2019;245.7649743;153.1580365;86.71454066;26.17787087;VietNam
8/31/2019;378.2954657;146.7735904;87.68029772;26.0894444;VietNam
9/30/2019;310.9807686;144.2406586;85.28965956;25.07508639;VietNam
10/31/2019;206.9433075;139.0388867;86.27401721;24.17433157;VietNam
11/30/2019;122.4784366;109.8488928;85.51478597;21.5343006;VietNam
12/31/2019;15.26275212;120.6739748;80.34481516;19.16910836;VietNam
1/31/2020;28.38158966;118.8277931;80.33674173;20.42770345;VietNam
2/29/2020;20.99284052;123.615893;76.68394019;20.92500173;VietNam
3/31/2020;59.3149971;146.891728;75.6706549;24.46463573;VietNam
4/30/2020;110.0761896;139.1640469;77.46708812;24.26008584;VietNam
5/31/2020;118.187243;179.360878;78.35406835;27.66868983;VietNam
6/30/2020;273.3334796;161.6861612;85.28799243;26.74828204;VietNam
7/31/2020;187.2395303;169.0278325;85.21592976;26.52133739;VietNam
8/31/2020;335.9196264;150.6332674;87.81928979;25.92580274;VietNam
9/30/2020;297.2178635;141.9785054;87.06393339;25.82715817;VietNam
10/31/2020;585.8496647;108.4802975;88.73568957;22.9727697;VietNam
11/30/2020;149.6534204;110.5472179;86.30386664;21.82961893;VietNam
12/31/2020;53.09213233;92.74091495;85.17103802;18.30573662;VietNam
1/31/2021;16.72770482;105.7417455;81.69012716;17.33578639;VietNam
2/28/2021;37.3570912;123.0279862;79.68858881;20.53627276;VietNam
3/31/2021;25.91420545;146.2962735;76.81069117;23.8524759;VietNam
4/30/2021;131.0086117;144.2813111;79.89576222;25.37600784;VietNam
5/31/2021;173.7810273;173.528182;83.23578732;26.7275224;VietNam
6/30/2021;202.3296362;159.8331921;85.60988608;26.38622629;VietNam
7/31/2021;277.3529793;157.8720398;86.11457016;26.25016063;VietNam
8/31/2021;230.1664849;164.4343069;86.49167913;26.20851017;VietNam
9/30/2021;383.2407998;140.7581256;87.73848696;25.3861292;VietNam
10/31/2021;424.4774261;110.6585422;88.49349599;23.17061484;VietNam
11/30/2021;184.256299;96.3974812;87.35436227;21.39700673;VietNam
12/31/2021;55.34053697;106.6870604;83.80518136;18.68307578;VietNam
1/31/2022;41.05514163;112.4740032;84.34393227;19.68869119;VietNam
2/28/2022;93.2425456;100.0308533;82.00067989;19.32886744;VietNam
3/31/2022;117.4071415;139.2499993;80.71686995;23.83854701;VietNam
4/30/2022;119.2963676;148.6368438;80.27077727;24.09408913;VietNam
5/31/2022;272.6477425;140.4334349;85.46931943;24.91902227;VietNam
6/30/2022;180.3240802;158.3188823;86.89796667;26.14039233;VietNam
7/31/2022;270.3109575;158.7436064;87.30014964;26.23720976;VietNam
8/31/2022;307.9995703;150.3274608;87.52170485;25.85448486;VietNam
9/30/2022;325.4469468;135.2933325;87.01886338;25.36670083;VietNam
10/31/2022;238.4231381;125.8016402;85.82165845;23.0730747;VietNam
11/30/2022;147.5953676;113.6057301;87.09349398;22.9547353;VietNam
12/31/2022;95.55416329;99.07548461;83.24399724;17.91084602;VietNam
1/31/2023;46.19105529;103.1897332;81.9745649;18.09542268;VietNam
2/28/2023;32.6279791;112.514132;80.3041082;21.13524028;VietNam
3/31/2023;18.50053417;148.6528905;76.48777744;22.90009249;VietNam
4/30/2023;39.15146335;147.2479608;76.04606964;26.30612594;VietNam
5/31/2023;135.2250481;167.6728693;78.15654877;27.25671973;VietNam
6/30/2023;215.3853281;153.9450392;85.31878956;26.73118253;VietNam
7/31/2023;262.4102556;158.7729734;85.44483398;26.72055433;VietNam
8/31/2023;224.9815479;149.7231722;86.45749073;26.37805261;VietNam
9/30/2023;339.9045089;132.70794;87.14231318;25.74226483;VietNam
10/31/2023;293.3388683;127.6122001;86.92336763;24.50000465;VietNam
11/30/2023;143.6902455;113.5780004;85.94464509;22.42859317;VietNam
12/31/2023;69.25828458;104.8262915;84.23315674;20.31330086;VietNam
1/31/2024;40.65034926;107.0442677;82.95486015;19.89747561;VietNam
2/29/2024;8.458708004;127.5792801;76.70170547;22.03753928;VietNam
3/31/2024;24.51094441;147.8797686;74.60866812;24.18946313;VietNam
4/30/2024;18.18269958;167.616548;68.40932281;28.5375924;VietNam
5/31/2024;218.5540996;146.9408135;79.23147747;27.38881464;VietNam
6/30/2024;265.7461864;142.5798127;85.46596673;26.94421634;VietNam
7/31/2024;351.2363972;138.4437972;87.41371263;26.40420497;VietNam
8/31/2024;237.3842555;161.1879036;86.62324902;26.6752434;VietNam
9/30/2024;408.8098173;127.0865755;87.6120034;25.92775363;VietNam
10/31/2024;224.4989522;130.4996964;85.71655259;23.95230047;VietNam
11/30/2024;106.019605;116.8207555;84.41150612;22.24414777;VietNam
12/31/2024;89.89420452;84.86137264;84.62627259;19.00377826;VietNam
1/31/2025;18.34967979;116.7395645;79.25383165;18.03149432;VietNam
2/28/2025;36.16828831;97.0652669;80.1311006;20.12054115;VietNam
3/31/2025;27.27054449;141.2091314;74.25058367;22.86092763;VietNam
4/30/2025;56.39266673;152.3088505;75.03671498;25.51676902;VietNam
5/31/2025;200.0501424;151.6855304;79.99930392;26.58928831;VietNam
6/30/2025;315.0813461;140.109554;85.95880813;26.44335506;VietNam
7/31/2025;253.8023968;144.4994585;86.24417926;26.39729478;VietNam
8/31/2025;308.8103825;147.5118872;86.82542244;25.97695275;VietNam
9/30/2025;354.826349;135.6410599;87.59176169;25.58864032;VietNam
10/31/2025;339.8771538;122.8649435;88.29089469;23.94778753;VietNam
11/30/2025;238.650512;102.0665303;85.85445516;20.62062854;VietNam
12/31/2025;62.02230027;126.22911;85.89129105;20.02047318;VietNam
