date,humidity_mean,precip_mean,solar_mean,temp_mean
2019-01-01,78.63440860215053,107.36666666666666,401.01666666666665,22.087096774193544
2019-02-01,78.1904761904762,30.7,466.33666666666664,24.68095238095238
2019-03-01,78.40860215053765,33.86666666666666,522.16,25.594623655913978
2019-04-01,78.15555555555557,109.03333333333335,570.5266666666666,28.31555555555555
2019-05-01,80.45161290322581,194.63333333333335,585.6966666666666,28.589247311827958
2019-06-01,78.81111111111112,141.13333333333333,589.5933333333334,29.701111111111107
2019-07-01,80.26881720430107,225.0333333333333,578.4433333333333,29.026881720430108
2019-08-01,82.94623655913979,363.8,547.3066666666666,28.346236559139783
2019-09-01,83.21111111111111,272.6333333333334,538.0666666666667,27.209999999999997
2019-10-01,83.70967741935483,193.5666666666667,521.8533333333334,26.202150537634406
2019-11-01,80.41111111111111,129.4333333333333,437.2166666666667,24.377777777777776
2019-12-01,73.27956989247313,44.633333333333326,435.41,22.591397849462368
2020-01-01,76.3763440860215,73.53333333333335,434.76666666666665,23.223655913978494
2020-02-01,74.6896551724138,57.46666666666667,458.0133333333333,23.288505747126436
2020-03-01,79.3225806451613,70.96666666666668,530.5866666666667,25.72688172043011
2020-04-01,80.83333333333333,124.76666666666667,517.5733333333334,25.563333333333333
2020-05-01,79.89247311827957,105.76666666666665,646.6433333333333,29.16021505376344
2020-06-01,78.77777777777777,171.0666666666667,608.0733333333334,29.450000000000003
2020-07-01,79.11827956989248,154.13333333333333,633.69,29.253763440860222
2020-08-01,84.76344086021506,306.03333333333336,544.7966666666667,28.03010752688172
2020-09-01,84.66666666666667,363.9333333333334,516.8766666666667,27.852222222222224
2020-10-01,83.87096774193547,505.79999999999995,372.71666666666664,25.21720430107527
2020-11-01,80.81111111111112,260.6333333333333,411.17,24.595555555555553
2020-12-01,75.39784946236558,143.3,358.45666666666665,21.97311827956989
2021-01-01,71.0967741935484,59.63333333333333,412.09666666666664,20.902150537634412
2021-02-01,76.8690476190476,41.699999999999996,456.31,22.7797619047619
2021-03-01,78.33333333333333,47.86666666666667,537.9499999999999,25.327956989247316
2021-04-01,83.93333333333334,138.46666666666667,531.5633333333334,26.392222222222227
2021-05-01,81.44086021505376,137.93333333333334,634.6866666666666,28.76236559139785
2021-06-01,77.57777777777778,143.66666666666666,603.4266666666667,29.43111111111111
2021-07-01,80.83870967741935,202.63333333333333,589.6633333333333,28.736559139784948
2021-08-01,80.19354838709677,212.66666666666666,603.97,28.861290322580647
2021-09-01,86.7,348.5,493.9433333333333,27.126666666666665
2021-10-01,84.53763440860216,470.5333333333333,414.00666666666666,25.358064516129033
2021-11-01,81.74444444444444,202.13333333333333,393.19,24.01555555555555
2021-12-01,75.5483870967742,142.5,400.7866666666667,22.10537634408602
2022-01-01,78.86021505376344,85.2,434.9766666666667,22.60430107526882
2022-02-01,76.44047619047619,67.69999999999999,393.1233333333333,21.72023809523809
2022-03-01,80.44086021505376,79.33333333333333,514.0033333333334,25.174193548387098
2022-04-01,81.91111111111111,189.9333333333333,558.4366666666666,25.453333333333333
2022-05-01,84.51612903225806,269.5,539.9433333333333,26.590322580645164
2022-06-01,79.37777777777778,195.46666666666667,637.8166666666666,28.954444444444444
2022-07-01,83.45161290322581,252.36666666666665,616.4466666666667,28.141935483870967
2022-08-01,84.50537634408602,308.8,591.9,27.746236559139785
2022-09-01,84.92222222222222,380.26666666666665,518.7433333333333,26.97111111111111
2022-10-01,80.93548387096774,315.8666666666667,489.6766666666667,25.392473118279568
2022-11-01,84.3,135.70000000000002,451.5933333333333,25.297777777777778
2022-12-01,73.08602150537634,130.73333333333335,395.84,21.504301075268817
2023-01-01,75.4731182795699,98.23333333333333,392.34,21.186021505376342
2023-02-01,76.94047619047619,60.199999999999996,433.9166666666667,23.43809523809524
2023-03-01,75.61290322580646,24.46666666666667,565.6266666666667,24.754838709677415
2023-04-01,79.41111111111111,58.73333333333334,570.72,27.48888888888889
2023-05-01,79.49462365591397,146.16666666666666,646.5666666666667,28.625806451612902
2023-06-01,81.01111111111112,221.5666666666667,592.2066666666666,28.87777777777778
2023-07-01,79.10752688172043,221.9,640.0266666666666,29.070967741935487
2023-08-01,79.79569892473118,296.06666666666666,605.5433333333334,28.808602150537638
2023-09-01,84.8888888888889,328.1666666666667,516.8333333333334,27.41
2023-10-01,82.81720430107526,393.8,495.1566666666666,26.43440860215054
2023-11-01,82.02222222222223,178.30000000000004,442.18,24.847777777777775
2023-12-01,76.59139784946237,146.3,402.5533333333333,23.316129032258065
2024-01-01,77.3978494623656,98.93333333333334,426.20666666666665,22.650537634408604
2024-02-01,77.08045977011494,22.066666666666666,460.90000000000003,23.897701149425288
2024-03-01,77.11827956989247,54.76666666666666,539.8633333333333,25.504301075268817
2024-04-01,74.54444444444444,15.966666666666669,623.7966666666667,29.302222222222223
2024-05-01,80.40860215053765,212.4333333333333,587.8233333333333,28.83978494623656
2024-06-01,79.84444444444445,299.8666666666666,597.4033333333333,29.338888888888885
2024-07-01,82.33333333333333,361.2333333333333,582.3633333333332,28.411827956989246
2024-08-01,80.13978494623656,217.20000000000002,656.1033333333334,29.055913978494626
2024-09-01,84.63333333333334,443.9666666666667,495.1033333333333,27.567777777777774
2024-10-01,81.26881720430107,317.23333333333335,511.3033333333333,25.935483870967744
2024-11-01,76.63333333333334,185.66666666666666,462.9533333333334,25.284444444444446
2024-12-01,77.58064516129032,143.5,338.78000000000003,22.30322580645161
2025-01-01,72.18279569892474,49.166666666666664,467.5366666666667,21.58279569892473
2025-02-01,79.39285714285715,67.06666666666666,383.99666666666667,22.258333333333336
2025-03-01,77.0,81.13333333333334,519.5033333333333,24.339784946236563
2025-04-01,77.34444444444443,87.86666666666667,579.8666666666667,26.793333333333333
2025-05-01,81.4731182795699,208.9,609.86,28.004301075268817
2025-06-01,81.85555555555555,406.1666666666667,577.64,28.485555555555553
2025-07-01,81.05376344086021,264.76666666666665,593.0966666666667,28.62795698924731
2025-08-01,81.72043010752688,358.23333333333335,579.1033333333334,28.211827956989243
2025-09-01,85.5,378.8666666666666,522.99,27.268888888888885
2025-10-01,84.75268817204301,464.06666666666666,472.3433333333333,26.09569892473118
